0.7209746 -0.4175577 -0.07908924 -0.1459889 -0.4233865
-0.5560734 -0.1112988 -0.3459211 -0.4071353 0.294132
-0.3419611 -0.1273598 -0.3943566 -0.19906 0.001439702
-0.241922 0.279467 -0.3474756 -0.02028744 -0.142599
0.2714344 -0.4971321 -0.1602634 0.05759835 -0.2035992
-0.5650796 -1.44474 -1.059948 0.1834667 -0.1105534
-0.1549736 0.5857848 0.5060169 0.3782465 0.4072483
-0.402641 0.002891843 -0.1034178 0.7368441 0.38664
0.7675841 -0.001307125 0.5388812 -0.2479516 -0.2412108
0.2633233 0.1171183 0.0648215 1.141473 0.331206
0.4616466 0.1692454 0.9082719 0.6751352 0.1832354
0.3948367 0.3756181 0.7106613 1.03864 0.2058504
0.2313443 0.6615047 1.130856 -0.2994854 1.281306
-0.4689368 -0.02327042 -0.873902 -0.06104505 -0.906351
-0.3121366 0.3270905 -0.03970224 -0.1036672 -0.5262987
-0.07255115 0.3339251 1.071573 0.5724765 -0.01614433
0.1404957 0.3153996 0.2714484 0.4707076 -0.06890949
0.2472659 -0.02023783 0.6047932 -0.2909679 -0.5005059
0.190119 -0.5277563 0.1728286 0.0807432 -0.2334096
-1.274283 -0.09447553 -1.070563 -2.724806 -1.985007
-0.7246185 -0.2634016 0.3736627 -0.1579604 0.3719128
0.08360027 0.03827458 -0.976556 0.1355528 -0.3796456
0.5305479 0.07116455 -0.1237163 -0.4698695 -0.5668178
0.107409 -0.3980413 0.1786541 0.3813229 -0.8869627
0.3823843 0.6212468 -0.01833896 -0.08241691 0.05497606
-0.09793284 -0.3722428 -0.3817908 -0.2385989 0.2744368
-0.07496487 0.02760731 -1.536822 -0.8272568 -0.7739661
-0.6139709 -0.7187063 -0.3259711 -0.4883792 -0.6091838
0.1491025 0.2108632 0.2390578 0.01714099 0.3178435
0.2003061 0.7228449 0.6687565 0.6408649 0.06772594
-0.1749766 -0.1019586 0.5576562 -0.08183956 0.5784009
-0.20787 -0.06208956 0.007427692 0.4704367 0.6662691
0.1028892 0.7879809 0.09335336 0.08792151 0.2168267
0.5327253 0.1847959 -0.4083383 1.321087 0.8909871
0.5246447 0.2433393 -0.1985713 -0.3324023 0.8154495
0.2034393 0.191919 -0.08460272 -0.06665565 0.2482199
0.2699015 0.3851481 0.3335355 0.418883 0.5083262
0.3401663 0.0774409 -0.009930281 -0.2926693 0.1191062
0.0922838 0.5886613 0.5963518 0.8626774 -0.1543171
-0.2521977 -0.3407847 -0.1260806 0.5220199 0.252622
0.2744683 0.2662291 -0.3377241 -1.136342 -2.184696
-2.770995 -2.126061 -0.7138867 -0.4124697 -0.07666219
0.06477484 0.5241528 0.07576287 -0.3675653 0.07106034
-0.4164092 -0.05364086 -0.2354739 -0.04241185 -0.5695074
0.6530423 -0.7160507 0.1459989 0.03641156 0.2729235
0.007275183 0.3606005 0.4377804 0.3245725 0.3463025
-0.2335711 -0.003619712 -0.212042 0.2048863 -0.3294153
0.1161787 0.01510039 0.1755573 -0.9640563 -1.267786
-1.44787 -2.004844 -0.09112312 -0.419817 -0.3673726
-0.4817119 -0.4271083 -0.01069548 0.01683127 0.08708099
0.3582167 0.403003 -0.1182775 0.9133052 0.9073675
0.7219748 0.1755324 0.3707911 -0.5134175 -0.4168291
-0.142801 -0.4852977 0.1462446 0.3260748 0.2447182
0.7633881 0.5723564 0.6402459 0.4064379 0.8450331
-0.5039436 0.3759191 0.7944173 1.248804 0.2888775
0.9982902 0.863977 1.035966 0.6367781 0.457655
-0.3695877 -0.0283779 -0.2896546 -0.6231707 0.06375398
0.9313697 0.02096251 0.3224779 0.004945406 0.001981947
-0.6959126 -0.1711878 0.1359266 0.1709674 0.6280804
0.6344119 0.1679107 -0.2069916 0.161966 0.6757262
0.4380985 0.2508916 -0.4991857 -0.2699171 -0.1709206
0.09708273 0.4130792 -0.1327778 -0.4074671 -0.4881655
-0.2010677 0.2832747 -1.710733 -2.858803 -1.656978
-0.09594095 0.6269337 0.6368795 -0.03455866 0.1641412
0.5767094 0.1892035 -0.3576603 0.8309225 0.2396017
-0.5155422 -0.2178815 -0.3504131 -0.4255453 0.4777963
0.09875948 0.2686184 0.4554471 -0.4972854 0.4819447
-0.06853679 0.05607164 -0.7967312 -0.6572345 0.0308773
-0.4160817 0.1158014 -0.8525829 0.3864153 0.09152657
